UMAP1,UMAP2,cluster,kecamata,year,month
3.1305213,17.097656,7,Cikalongwetan,2022,7
1.6410772,19.679296,7,Cipeundeuy,2022,7
1.5387603,4.1036944,0,Parongpong,2022,7
4.270103,10.249637,0,Cisarua,2022,7
4.0786104,7.5975924,0,Cililin,2022,7
6.7905636,17.116787,7,Cipongkor,2022,7
14.070656,2.4387975,1,Cihampelas,2022,7
2.1829252,15.375691,7,Gununghalu,2022,7
7.976583,8.298158,0,Saguling,2022,7
5.478068,18.456387,7,Rongga,2022,7
2.0290334,9.418297,0,Sindangkerta,2022,7
15.003224,13.591997,3,Cimahi Tengah,2022,7
4.8570595,-7.2187653,6,Cimahi Utara,2022,7
18.801996,0.036943875,1,Cimahi Selatan,2022,7
19.643858,15.559992,3,Panyileukan,2022,8
17.762135,15.668853,3,Cinambo,2022,8
5.1265287,-9.35826,6,Ujungberung,2022,8
14.40673,-5.073482,1,Gedebage,2022,8
10.359069,5.5609574,4,Mandalajati,2022,8
4.7756734,-8.378193,6,Coblong,2022,8
12.811351,11.283262,3,Babakan Ciparay,2022,8
4.0657105,-7.535282,6,Sukasari,2022,8
19.352858,-0.87028277,1,Cicendo,2022,8
7.8462086,-7.9759636,6,Sukajadi,2022,8
7.452691,11.806362,7,Bojongloa Kaler,2022,8
18.403217,7.833375,3,Andir,2022,8
-0.10760127,-4.8317246,2,Cidadap,2022,8
6.1708393,-1.2833885,4,Bandung Wetan,2022,8
12.91352,8.088359,3,Astana Anyar,2022,8
15.213624,14.292356,3,Lengkong,2022,8
20.854256,3.9205031,1,Cibeunying Kidul,2022,8
12.83293,11.321,3,Regol,2022,8
12.445114,7.8109684,3,Batununggal,2022,8
15.415712,14.212663,3,Bojongloa Kidul,2022,8
5.1382337,-8.600598,6,Cibeunying Kaler,2022,8
12.906799,11.135345,3,Bandung Kulon,2022,8
11.413309,9.320849,3,Kiaracondong,2022,8
19.191639,-0.71338266,1,Sumur Bandung,2022,8
12.373354,8.512781,3,Antapani,2022,8
17.493374,16.382622,3,Bandung Kidul,2022,8
15.666169,15.558793,3,Arcamanik,2022,8
2.6341343,-8.66406,6,Cibiru,2022,8
15.777301,16.199947,3,Buahbatu,2022,8
16.114649,16.428932,3,Rancasari,2022,8
-5.271606,7.664415,5,Rancabali,2022,8
-4.7537518,-0.19504878,2,Kutawaringin,2022,8
-1.2338128,-3.9503129,2,Cangkuang,2022,8
-0.8720086,0.049927592,2,Cimenyan,2022,8
-1.2770487,0.57025194,2,Cilengkrang,2022,8
12.82267,1.7427465,1,Cileunyi,2022,8
13.881291,-5.016054,1,Bojongsoang,2022,8
18.002995,-2.489094,1,Margahayu,2022,8
-0.7850866,0.8393578,2,Cimaung,2022,8
-6.420953,8.873032,5,Pangalengan,2022,8
-2.9205492,-2.4671497,2,Arjasari,2022,8
15.838393,2.7869568,1,Margaasih,2022,8
-0.48760277,-3.0676925,2,Banjaran,2022,8
10.4304285,-2.6791203,4,Pameungpeuk,2022,8
9.758523,-2.9331303,4,Katapang,2022,8
17.47256,16.07611,3,Dayeuhkolot,2022,8
13.572815,-4.7770762,1,Rancaekek,2022,8
-0.9953555,-3.9479334,2,Ciparay,2022,8
-2.8311074,-2.097693,2,Nagreg,2022,8
-2.5759728,-4.2662272,2,Cikancung,2022,8
-3.1682506,-3.039495,2,Cicalengka,2022,8
-1.5076813,1.1759311,2,Ciwidey,2022,8
-0.6202027,-4.330503,2,Soreang,2022,8
-7.0581098,6.7187395,5,Pasirjambu,2022,8
0.80891144,7.3093667,0,Kertasari,2022,8
13.208661,1.0439814,1,Baleendah,2022,8
3.1933258,4.8053875,0,Pacet,2022,8
-3.3402793,-3.0241501,2,Paseh,2022,8
-1.2466092,2.547792,2,Ibun,2022,8
6.564906,0.3116187,4,Majalaya,2022,8
10.489164,-1.710388,4,Solokanjeruk,2022,8
7.4086456,9.267698,0,Padalarang,2022,8
14.948579,2.5093863,1,Batujajar,2022,8
-0.1409163,-4.2385435,2,Ngamprah,2022,8
5.715419,15.497956,7,Cipatat,2022,8
2.7293866,4.447184,0,Lembang,2022,8
4.9744873,15.851681,7,Cikalongwetan,2022,8
1.3414506,19.461786,7,Cipeundeuy,2022,8
2.704351,4.422041,0,Parongpong,2022,8
3.246484,10.222838,0,Cisarua,2022,8
4.2057457,7.5631723,0,Cililin,2022,8
7.025381,17.360172,7,Cipongkor,2022,8
13.880808,2.6777744,1,Cihampelas,2022,8
2.1579456,15.366696,7,Gununghalu,2022,8
7.7562037,9.166103,0,Saguling,2022,8
5.4820323,18.052692,7,Rongga,2022,8
1.7273867,9.346186,0,Sindangkerta,2022,8
14.530008,14.09698,3,Cimahi Tengah,2022,8
4.2182126,-8.27737,6,Cimahi Utara,2022,8
20.117767,-0.24902347,1,Cimahi Selatan,2022,8
17.878593,13.085024,3,Panyileukan,2022,9
17.926128,13.044682,3,Cinambo,2022,9
4.6652627,-6.344176,6,Ujungberung,2022,9
14.776144,-3.2426274,1,Gedebage,2022,9
11.02781,4.908989,4,Mandalajati,2022,9
4.621858,-6.1807437,6,Coblong,2022,9
14.567327,10.2380705,3,Babakan Ciparay,2022,9
4.8264475,-6.153516,6,Sukasari,2022,9
18.87297,0.3326474,1,Cicendo,2022,9
7.71319,-7.176969,6,Sukajadi,2022,9
7.515849,12.520638,7,Bojongloa Kaler,2022,9
17.399355,8.442044,3,Andir,2022,9
1.0886041,-2.6815782,2,Cidadap,2022,9
6.314161,-1.9757462,4,Bandung Wetan,2022,9
14.171762,8.8598995,3,Astana Anyar,2022,9
16.817411,12.848473,3,Lengkong,2022,9
19.999086,3.2454479,1,Cibeunying Kidul,2022,9
14.388984,10.107128,3,Regol,2022,9
13.919384,8.894958,3,Batununggal,2022,9
16.804316,12.629024,3,Bojongloa Kidul,2022,9
4.641484,-6.2638617,6,Cibeunying Kaler,2022,9
14.726703,10.1213875,3,Bandung Kulon,2022,9
14.219347,9.521245,3,Kiaracondong,2022,9
18.53784,0.4531329,1,Sumur Bandung,2022,9
14.292279,9.062709,3,Antapani,2022,9
17.714087,13.019007,3,Bandung Kidul,2022,9
17.283909,13.039197,3,Arcamanik,2022,9
4.7964625,-6.161243,6,Cibiru,2022,9
17.343243,12.927252,3,Buahbatu,2022,9
17.645615,13.305532,3,Rancasari,2022,9
-5.0676146,7.209349,5,Rancabali,2022,9
0.25985318,-1.6963823,2,Kutawaringin,2022,9
0.92310214,-2.2646778,2,Cangkuang,2022,9
0.7740982,-0.059327453,2,Cimenyan,2022,9
0.8367883,0.95243114,2,Cilengkrang,2022,9
16.224552,1.2592758,1,Cileunyi,2022,9
14.095081,-3.6578429,1,Bojongsoang,2022,9
16.853365,-1.8764262,1,Margahayu,2022,9
0.75728905,1.8072205,2,Cimaung,2022,9
-5.078065,7.2225122,5,Pangalengan,2022,9
0.45786804,-1.3453658,2,Arjasari,2022,9
16.981245,0.9754573,1,Margaasih,2022,9
1.2965897,-1.7511905,2,Banjaran,2022,9
8.804991,-1.9946911,4,Pameungpeuk,2022,9
8.131161,-2.4560404,4,Katapang,2022,9
17.732664,12.991186,3,Dayeuhkolot,2022,9
14.158132,-3.6209211,1,Rancaekek,2022,9
0.27704394,-2.8286414,2,Ciparay,2022,9
0.16006207,-1.1714046,2,Nagreg,2022,9
0.86977005,-2.068066,2,Cikancung,2022,9
0.65765417,-1.6450166,2,Cicalengka,2022,9
0.7633699,1.7994187,2,Ciwidey,2022,9
1.7131444,-2.369423,2,Soreang,2022,9
-6.393141,6.4223776,5,Pasirjambu,2022,9
-1.2336943,7.2029514,0,Kertasari,2022,9
15.430083,1.1309195,1,Baleendah,2022,9
1.3848091,3.9610682,0,Pacet,2022,9
0.8901733,-1.4959389,2,Paseh,2022,9
0.95564556,2.3382723,2,Ibun,2022,9
6.5949936,-1.9122459,4,Majalaya,2022,9
8.980609,-1.9889097,4,Solokanjeruk,2022,9
5.9441614,9.345362,0,Padalarang,2022,9
16.70828,1.3414803,1,Batujajar,2022,9
2.7733612,-2.2960138,2,Ngamprah,2022,9
4.535344,16.15815,7,Cipatat,2022,9
1.6009978,4.50817,0,Lembang,2022,9
3.4648683,17.010023,7,Cikalongwetan,2022,9
2.0968604,19.82216,7,Cipeundeuy,2022,9
1.649479,4.699524,0,Parongpong,2022,9
4.2233276,10.087164,0,Cisarua,2022,9
4.0980177,8.610296,0,Cililin,2022,9
4.9329314,16.58785,7,Cipongkor,2022,9
15.965222,1.2802746,1,Cihampelas,2022,9
2.4205875,16.14285,7,Gununghalu,2022,9
6.3767586,8.990324,0,Saguling,2022,9
3.9420426,17.087147,7,Rongga,2022,9
3.4319756,9.333827,0,Sindangkerta,2022,9
15.481899,11.349669,3,Cimahi Tengah,2022,9
5.249983,-5.764887,6,Cimahi Utara,2022,9
18.915606,0.7234309,1,Cimahi Selatan,2022,9
18.387627,10.527517,3,Panyileukan,2022,10
18.28215,10.531315,3,Cinambo,2022,10
5.0803833,-4.174652,6,Ujungberung,2022,10
15.124694,-1.8729185,1,Gedebage,2022,10
11.421025,4.6167583,4,Mandalajati,2022,10
5.253932,-4.1899376,6,Coblong,2022,10
16.501537,9.310762,3,Babakan Ciparay,2022,10
5.4187293,-4.180452,6,Sukasari,2022,10
18.627043,1.9587237,1,Cicendo,2022,10
7.520989,-6.2673655,6,Sukajadi,2022,10
7.5713077,13.046122,7,Bojongloa Kaler,2022,10
16.635244,8.77607,3,Andir,2022,10
3.965129,-2.2206511,2,Cidadap,2022,10
5.7333736,-3.2055728,6,Bandung Wetan,2022,10
15.56803,8.635305,3,Astana Anyar,2022,10
17.5066,10.161486,3,Lengkong,2022,10
19.353958,2.7003071,1,Cibeunying Kidul,2022,10
16.515345,9.244923,3,Regol,2022,10
15.619652,8.644826,3,Batununggal,2022,10
17.385763,10.049761,3,Bojongloa Kidul,2022,10
5.26897,-4.1101813,6,Cibeunying Kaler,2022,10
16.3366,9.095341,3,Bandung Kulon,2022,10
15.906614,8.848952,3,Kiaracondong,2022,10
18.574394,1.8220575,1,Sumur Bandung,2022,10
15.673568,8.683851,3,Antapani,2022,10
17.965933,10.284674,3,Bandung Kidul,2022,10
17.598497,10.280189,3,Arcamanik,2022,10
5.1799064,-4.1990256,6,Cibiru,2022,10
17.764261,10.219245,3,Buahbatu,2022,10
17.842424,10.23669,3,Rancasari,2022,10
-4.9506583,6.8797703,5,Rancabali,2022,10
2.4239914,-0.6418563,2,Kutawaringin,2022,10
2.86079,-1.1228596,2,Cangkuang,2022,10
2.099684,0.4807885,2,Cimenyan,2022,10
1.8581297,1.1803182,2,Cilengkrang,2022,10
17.556797,2.4532478,1,Cileunyi,2022,10
14.911444,-1.8872225,1,Bojongsoang,2022,10
15.965287,-1.7777212,1,Margahayu,2022,10
1.7408196,1.6220655,2,Cimaung,2022,10
-5.2354383,6.860419,5,Pangalengan,2022,10
2.2993798,-0.24467193,2,Arjasari,2022,10
18.16318,1.9605163,1,Margaasih,2022,10
2.892383,-0.47616628,2,Banjaran,2022,10
7.1485624,-3.370893,4,Pameungpeuk,2022,10
7.3440638,-3.4728386,4,Katapang,2022,10
18.023354,10.31444,3,Dayeuhkolot,2022,10
15.140972,-1.7778305,1,Rancaekek,2022,10
3.1934834,-1.3294683,2,Ciparay,2022,10
2.2833052,-0.24319057,2,Nagreg,2022,10
2.7874775,-0.86943024,2,Cikancung,2022,10
2.6278105,-0.63837,2,Cicalengka,2022,10
1.7414666,1.7383271,2,Ciwidey,2022,10
2.8507729,-1.2048774,2,Soreang,2022,10
-6.2704754,6.3275366,5,Pasirjambu,2022,10
-1.0029233,6.9638333,0,Kertasari,2022,10
17.283173,2.4589362,1,Baleendah,2022,10
0.65674645,4.2638407,0,Pacet,2022,10
2.6306465,-0.46799538,2,Paseh,2022,10
1.5798587,2.237116,2,Ibun,2022,10
6.2266912,-2.9768014,4,Majalaya,2022,10
7.4360476,-3.438988,4,Solokanjeruk,2022,10
5.483959,8.824915,0,Padalarang,2022,10
17.77955,2.2184653,1,Batujajar,2022,10
3.7573826,-1.8475422,2,Ngamprah,2022,10
3.7594256,17.670044,7,Cipatat,2022,10
0.56604415,4.893523,0,Lembang,2022,10
3.731833,17.674894,7,Cikalongwetan,2022,10
2.7147357,18.83138,7,Cipeundeuy,2022,10
0.53216565,5.0505395,0,Parongpong,2022,10
4.123453,9.512236,0,Cisarua,2022,10
4.6650085,9.045281,0,Cililin,2022,10
3.9933546,17.152071,7,Cipongkor,2022,10
17.600246,2.4306638,1,Cihampelas,2022,10
2.7887967,16.232351,7,Gununghalu,2022,10
5.5208025,8.871817,0,Saguling,2022,10
3.7924984,16.999077,7,Rongga,2022,10
4.261387,9.263708,0,Sindangkerta,2022,10
16.87248,10.045542,3,Cimahi Tengah,2022,10
5.2308383,-4.0860806,6,Cimahi Utara,2022,10
18.65386,1.64432,1,Cimahi Selatan,2022,10
18.262499,10.846323,3,Panyileukan,2022,11
18.303486,10.816103,3,Cinambo,2022,11
4.689487,-4.6646485,6,Ujungberung,2022,11
15.349258,-2.0126112,1,Gedebage,2022,11
11.317255,4.5732236,4,Mandalajati,2022,11
4.8545175,-4.6561832,6,Coblong,2022,11
16.214178,9.603272,3,Babakan Ciparay,2022,11
5.7150106,-4.5108542,6,Sukasari,2022,11
18.820475,1.6602871,1,Cicendo,2022,11
7.624825,-6.4514623,6,Sukajadi,2022,11
7.5412107,13.144201,7,Bojongloa Kaler,2022,11
16.796902,8.569793,3,Andir,2022,11
3.610325,-2.1250074,2,Cidadap,2022,11
5.93047,-2.7840803,4,Bandung Wetan,2022,11
15.248766,8.516188,3,Astana Anyar,2022,11
17.31344,11.356509,3,Lengkong,2022,11
19.633638,3.104775,1,Cibeunying Kidul,2022,11
16.09921,9.497072,3,Regol,2022,11
15.188025,7.8809824,3,Batununggal,2022,11
17.173222,10.596007,3,Bojongloa Kidul,2022,11
4.6815557,-4.765044,6,Cibeunying Kaler,2022,11
16.033384,9.209472,3,Bandung Kulon,2022,11
15.509691,8.861293,3,Kiaracondong,2022,11
18.68544,1.5935293,1,Sumur Bandung,2022,11
15.380918,8.680538,3,Antapani,2022,11
17.75446,11.250398,3,Bandung Kidul,2022,11
17.39591,10.669386,3,Arcamanik,2022,11
4.994901,-4.750165,6,Cibiru,2022,11
17.549143,10.780046,3,Buahbatu,2022,11
17.555342,10.919128,3,Rancasari,2022,11
-4.887301,6.8901505,5,Rancabali,2022,11
-0.44924712,-0.9598543,2,Kutawaringin,2022,11
1.3255118,-1.6316314,2,Cangkuang,2022,11
1.923394,0.31519598,2,Cimenyan,2022,11
1.6555935,1.0948141,2,Cilengkrang,2022,11
17.227415,2.2503712,1,Cileunyi,2022,11
15.256217,-1.9701201,1,Bojongsoang,2022,11
16.339071,-1.7766398,1,Margahayu,2022,11
0.5828528,1.4123937,2,Cimaung,2022,11
-5.1670823,6.872644,5,Pangalengan,2022,11
2.3828194,-0.18197756,2,Arjasari,2022,11
17.689346,1.5280801,1,Margaasih,2022,11
1.7516086,-1.085765,2,Banjaran,2022,11
7.386901,-3.2805142,4,Pameungpeuk,2022,11
7.466078,-3.229614,4,Katapang,2022,11
17.926575,11.135614,3,Dayeuhkolot,2022,11
15.301371,-1.855652,1,Rancaekek,2022,11
3.327146,-1.3426893,2,Ciparay,2022,11
2.3355849,-0.28114137,2,Nagreg,2022,11
3.095696,-0.74710673,2,Cikancung,2022,11
2.8867345,-0.40480915,2,Cicalengka,2022,11
0.81547076,1.5544908,2,Ciwidey,2022,11
1.8672903,-1.6451215,2,Soreang,2022,11
-6.440106,6.339826,5,Pasirjambu,2022,11
-1.0734686,7.068491,0,Kertasari,2022,11
17.11551,2.3542862,1,Baleendah,2022,11
0.74105996,4.1090517,0,Pacet,2022,11
2.814987,-0.37684408,2,Paseh,2022,11
1.5220187,2.2545984,2,Ibun,2022,11
6.036601,-2.929693,4,Majalaya,2022,11
7.5965796,-3.3693302,4,Solokanjeruk,2022,11
5.539788,8.977048,0,Padalarang,2022,11
17.447474,1.9329659,1,Batujajar,2022,11
3.5377781,-1.8244754,2,Ngamprah,2022,11
3.8154185,17.525518,7,Cipatat,2022,11
0.7889784,4.7550273,0,Lembang,2022,11
3.6308389,17.65513,7,Cikalongwetan,2022,11
2.5700953,18.7616,7,Cipeundeuy,2022,11
0.7236753,4.898515,0,Parongpong,2022,11
4.1380863,9.611246,0,Cisarua,2022,11
3.7915788,8.528223,0,Cililin,2022,11
4.387998,16.815695,7,Cipongkor,2022,11
16.051802,1.152966,1,Cihampelas,2022,11
2.6480749,16.02176,7,Gununghalu,2022,11
5.807397,8.693323,0,Saguling,2022,11
3.837301,16.7918,7,Rongga,2022,11
3.465485,8.968526,0,Sindangkerta,2022,11
16.766525,9.916075,3,Cimahi Tengah,2022,11
5.1399155,-4.112444,6,Cimahi Utara,2022,11
18.89454,1.741378,1,Cimahi Selatan,2022,11
18.066338,11.128302,3,Panyileukan,2022,12
18.067638,11.027061,3,Cinambo,2022,12
4.777694,-4.940686,6,Ujungberung,2022,12
15.425989,-2.164488,1,Gedebage,2022,12
11.354823,4.608361,4,Mandalajati,2022,12
4.9913325,-4.8694224,6,Coblong,2022,12
15.965792,9.793087,3,Babakan Ciparay,2022,12
5.8036,-4.6912956,6,Sukasari,2022,12
18.576237,1.4976182,1,Cicendo,2022,12
7.7126117,-6.5375457,6,Sukajadi,2022,12
7.680541,12.962209,7,Bojongloa Kaler,2022,12
16.980707,8.654831,3,Andir,2022,12
3.7595766,-2.1193054,2,Cidadap,2022,12
5.89216,-2.8380647,4,Bandung Wetan,2022,12
14.970733,8.479264,3,Astana Anyar,2022,12
16.808588,10.817513,3,Lengkong,2022,12
19.52906,2.9785287,1,Cibeunying Kidul,2022,12
15.949227,9.780886,3,Regol,2022,12
14.998407,8.55094,3,Batununggal,2022,12
16.988201,10.83986,3,Bojongloa Kidul,2022,12
4.954632,-4.877886,6,Cibeunying Kaler,2022,12
15.772037,9.522684,3,Bandung Kulon,2022,12
15.397753,9.047281,3,Kiaracondong,2022,12
18.541424,1.3121248,1,Sumur Bandung,2022,12
15.027213,8.816164,3,Antapani,2022,12
17.78407,11.254561,3,Bandung Kidul,2022,12
17.351692,11.193469,3,Arcamanik,2022,12
5.477306,-4.774955,6,Cibiru,2022,12
17.327024,11.23196,3,Buahbatu,2022,12
17.446905,11.197126,3,Rancasari,2022,12
-4.837076,6.910683,5,Rancabali,2022,12
2.2711933,-0.6123511,2,Kutawaringin,2022,12
3.243771,-1.276617,2,Cangkuang,2022,12
1.9820645,0.35297415,2,Cimenyan,2022,12
1.6202991,1.0695637,2,Cilengkrang,2022,12
17.064043,2.2489192,1,Cileunyi,2022,12
15.566231,-2.0789413,1,Bojongsoang,2022,12
16.15569,-1.9783521,1,Margahayu,2022,12
1.6091288,1.7824018,2,Cimaung,2022,12
-5.0056086,6.9707313,5,Pangalengan,2022,12
2.3397853,-0.26478636,2,Arjasari,2022,12
17.683954,1.4343593,1,Margaasih,2022,12
2.8396401,-0.5971796,2,Banjaran,2022,12
7.5289836,-3.287676,4,Pameungpeuk,2022,12
7.5647044,-3.3327978,4,Katapang,2022,12
17.658669,11.135464,3,Dayeuhkolot,2022,12
15.375938,-2.1107733,1,Rancaekek,2022,12
3.340027,-1.2951684,2,Ciparay,2022,12
2.1590002,-0.6814479,2,Nagreg,2022,12
3.031238,-0.9924679,2,Cikancung,2022,12
2.4861526,-0.87121123,2,Cicalengka,2022,12
1.4359403,1.8560925,2,Ciwidey,2022,12
3.3096066,-1.7013432,2,Soreang,2022,12
-6.3167324,6.252814,5,Pasirjambu,2022,12
-1.1407087,7.0406785,0,Kertasari,2022,12
17.070778,2.3246162,1,Baleendah,2022,12
0.65704215,4.0941906,0,Pacet,2022,12
2.6749954,-0.55439216,2,Paseh,2022,12
1.4239826,2.3086188,2,Ibun,2022,12
6.228668,-2.7255328,4,Majalaya,2022,12
7.5443854,-3.282295,4,Solokanjeruk,2022,12
5.6895823,8.914278,0,Padalarang,2022,12
17.20971,1.6687309,1,Batujajar,2022,12
3.4218235,-1.9118235,2,Ngamprah,2022,12
3.774618,17.4739,7,Cipatat,2022,12
0.6771493,4.7679863,0,Lembang,2022,12
3.6755075,17.464518,7,Cikalongwetan,2022,12
2.6116273,18.722015,7,Cipeundeuy,2022,12
0.8396362,4.926938,0,Parongpong,2022,12
4.249863,9.747535,0,Cisarua,2022,12
4.3916345,8.92995,0,Cililin,2022,12
4.5441346,16.776482,7,Cipongkor,2022,12
16.695362,1.6618445,1,Cihampelas,2022,12
2.6031988,16.201603,7,Gununghalu,2022,12
6.15999,8.682065,0,Saguling,2022,12
4.128122,16.932383,7,Rongga,2022,12
4.0873704,9.245608,0,Sindangkerta,2022,12
15.651886,11.210098,3,Cimahi Tengah,2022,12
5.5372343,-5.128216,6,Cimahi Utara,2022,12
18.847586,0.9727243,1,Cimahi Selatan,2022,12
17.394094,15.351932,3,Panyileukan,2023,1
16.723845,14.453426,3,Cinambo,2023,1
5.141012,-8.062361,6,Ujungberung,2023,1
15.373899,-4.009031,1,Gedebage,2023,1
10.594264,5.4905767,4,Mandalajati,2023,1
5.211487,-7.4638968,6,Coblong,2023,1
13.123247,11.0249605,3,Babakan Ciparay,2023,1
4.2025857,-7.479327,6,Sukasari,2023,1
19.061602,-0.6124628,1,Cicendo,2023,1
7.7139816,-7.6879234,6,Sukajadi,2023,1
7.465268,11.921711,7,Bojongloa Kaler,2023,1
18.058798,8.125722,3,Andir,2023,1
0.337767,-4.2586584,2,Cidadap,2023,1
6.1665044,-1.5948584,4,Bandung Wetan,2023,1
13.0994625,8.361437,3,Astana Anyar,2023,1
15.357789,13.887521,3,Lengkong,2023,1
20.654776,3.7215118,1,Cibeunying Kidul,2023,1
13.0612545,11.14451,3,Regol,2023,1
13.050737,8.459803,3,Batununggal,2023,1
15.548331,14.235879,3,Bojongloa Kidul,2023,1
5.393016,-7.478278,6,Cibeunying Kaler,2023,1
12.889312,10.941356,3,Bandung Kulon,2023,1
12.028425,9.287894,3,Kiaracondong,2023,1
18.437134,-0.16279553,1,Sumur Bandung,2023,1
12.735313,8.818731,3,Antapani,2023,1
17.395182,15.879657,3,Bandung Kidul,2023,1
16.094927,15.286915,3,Arcamanik,2023,1
4.03647,-8.067602,6,Cibiru,2023,1
16.385397,15.419363,3,Buahbatu,2023,1
16.635202,15.39778,3,Rancasari,2023,1
-5.389037,7.8830643,5,Rancabali,2023,1
-0.07056998,-2.3925014,2,Kutawaringin,2023,1
-0.024033079,-3.6166086,2,Cangkuang,2023,1
-0.8677355,-0.13531348,2,Cimenyan,2023,1
-0.8409757,0.4966344,2,Cilengkrang,2023,1
14.613382,1.661646,1,Cileunyi,2023,1
15.676221,-3.9316297,1,Bojongsoang,2023,1
17.82909,-2.4296665,1,Margahayu,2023,1
-0.32259992,1.065063,2,Cimaung,2023,1
-5.4980283,7.8180456,5,Pangalengan,2023,1
-1.2362983,-2.248252,2,Arjasari,2023,1
15.843075,2.3797803,1,Margaasih,2023,1
0.14985749,-2.9451048,2,Banjaran,2023,1
10.154384,-2.6895616,4,Pameungpeuk,2023,1
9.630386,-2.7575984,4,Katapang,2023,1
17.481209,15.792745,3,Dayeuhkolot,2023,1
15.495794,-4.10654,1,Rancaekek,2023,1
0.09716588,-3.332253,2,Ciparay,2023,1
-3.6007905,-1.6518288,2,Nagreg,2023,1
-2.5365856,-4.0638485,2,Cikancung,2023,1
-3.4661407,-2.8329468,2,Cicalengka,2023,1
0.55956167,1.542473,2,Ciwidey,2023,1
0.14659555,-3.662862,2,Soreang,2023,1
-6.916023,6.5882645,5,Pasirjambu,2023,1
-1.0960234,7.1560073,0,Kertasari,2023,1
13.699939,1.2050319,1,Baleendah,2023,1
1.3970778,3.8194191,0,Pacet,2023,1
-1.6365923,-2.5726357,2,Paseh,2023,1
-0.7986562,1.5570264,2,Ibun,2023,1
6.3794527,-0.36170807,4,Majalaya,2023,1
8.743917,-2.573518,4,Solokanjeruk,2023,1
6.817839,9.422001,0,Padalarang,2023,1
15.493883,2.0801153,1,Batujajar,2023,1
0.32135373,-3.802045,2,Ngamprah,2023,1
4.6721377,15.863875,7,Cipatat,2023,1
2.5393636,4.4268794,0,Lembang,2023,1
4.690445,15.949112,7,Cikalongwetan,2023,1
1.9175597,19.083755,7,Cipeundeuy,2023,1
2.4966092,4.3915434,0,Parongpong,2023,1
3.2029884,10.210048,0,Cisarua,2023,1
4.0658317,8.402608,0,Cililin,2023,1
4.9239836,16.177607,7,Cipongkor,2023,1
15.277259,1.8707072,1,Cihampelas,2023,1
2.1902733,15.518638,7,Gununghalu,2023,1
7.1599936,9.413367,0,Saguling,2023,1
5.1076493,16.902702,7,Rongga,2023,1
3.5145752,9.787975,0,Sindangkerta,2023,1
14.754275,13.86993,3,Cimahi Tengah,2023,1
4.541499,-7.9884663,6,Cimahi Utara,2023,1
19.483295,-0.24216408,1,Cimahi Selatan,2023,1
15.986528,13.349401,3,Panyileukan,2023,2
16.172548,13.50252,3,Cinambo,2023,2
5.6126504,-6.809825,6,Ujungberung,2023,2
16.366709,-3.5488207,1,Gedebage,2023,2
10.828719,5.1722126,4,Mandalajati,2023,2
5.6709557,-6.620045,6,Coblong,2023,2
13.9778805,10.924403,3,Babakan Ciparay,2023,2
5.698751,-6.1097465,6,Sukasari,2023,2
18.353582,0.329133,1,Cicendo,2023,2
7.3325987,-6.9003115,6,Sukajadi,2023,2
7.743287,12.183359,7,Bojongloa Kaler,2023,2
17.58735,8.503546,3,Andir,2023,2
3.0945148,-2.797746,2,Cidadap,2023,2
6.3428087,-2.194698,4,Bandung Wetan,2023,2
13.670069,9.247039,3,Astana Anyar,2023,2
15.456085,12.969287,3,Lengkong,2023,2
20.085575,3.1064713,1,Cibeunying Kidul,2023,2
14.091755,10.846693,3,Regol,2023,2
13.749384,9.340152,3,Batununggal,2023,2
15.482668,13.060121,3,Bojongloa Kidul,2023,2
5.68675,-6.9121494,6,Cibeunying Kaler,2023,2
14.083668,10.574674,3,Bandung Kulon,2023,2
13.649609,9.845596,3,Kiaracondong,2023,2
18.297026,0.04702733,1,Sumur Bandung,2023,2
13.3827305,9.271768,3,Antapani,2023,2
15.751112,12.93345,3,Bandung Kidul,2023,2
15.94985,13.224902,3,Arcamanik,2023,2
5.2453227,-6.538129,6,Cibiru,2023,2
15.935219,13.04087,3,Buahbatu,2023,2
15.951841,12.859989,3,Rancasari,2023,2
-5.124079,7.4294024,5,Rancabali,2023,2
2.3263338,-3.0525732,2,Kutawaringin,2023,2
2.921688,-3.2542748,2,Cangkuang,2023,2
0.8943934,0.1604445,2,Cimenyan,2023,2
0.980004,1.0909573,2,Cilengkrang,2023,2
16.624783,0.5941162,1,Cileunyi,2023,2
16.396366,-3.7194834,1,Bojongsoang,2023,2
16.605133,-2.9008615,1,Margahayu,2023,2
1.0002952,1.6329124,2,Cimaung,2023,2
-5.316839,7.2291102,5,Pangalengan,2023,2
2.187652,-2.832157,2,Arjasari,2023,2
17.557526,0.12760773,1,Margaasih,2023,2
2.4670959,-3.2331398,2,Banjaran,2023,2
7.466198,-2.4331858,4,Pameungpeuk,2023,2
7.6200023,-2.27962,4,Katapang,2023,2
15.930948,13.158732,3,Dayeuhkolot,2023,2
16.498758,-3.5444305,1,Rancaekek,2023,2
3.1731944,-2.8728313,2,Ciparay,2023,2
2.0666683,-2.5087166,2,Nagreg,2023,2
2.5499592,-3.0694401,2,Cikancung,2023,2
2.3444583,-3.150012,2,Cicalengka,2023,2
0.91106457,1.7974877,2,Ciwidey,2023,2
2.9046347,-3.2577822,2,Soreang,2023,2
-6.167678,6.589715,5,Pasirjambu,2023,2
-1.2343832,7.19258,0,Kertasari,2023,2
16.593,0.51143014,1,Baleendah,2023,2
