kecamata,year,month,NDVI,NDWI,elevation,slope,kepadatan,rainfall,TEXTURE_USDA,DRAINAGE,AWC,GFI,cluster,cluster_sil
Ciparay,2022,10,0.123951293,-0.09085837,808.3387506,7.179002185,3784,366.7,5,3,158.7873709,1.44275617,0,0
Nagreg,2022,10,0.082390521,-0.057669372,948.1701832,14.57481224,1204,366.7,5,3,161.989519,-0.334078354,0,1
Cikancung,2022,10,0.12421208,-0.097780095,859.7409318,9.938946553,2447,366.7,5,3,161.7498766,0.605460607,0,0
Cicalengka,2022,10,0.12440205,-0.096148683,910.5325365,11.93582785,3430,366.7,5,3,161.6721118,0.322039045,0,1
Ciwidey,2022,10,0.034916301,0.001742116,1311.158545,15.55016913,1812,366.7,5,3,162.0,-0.088959935,0,1
Soreang,2022,10,0.122288168,-0.082637785,825.8017692,10.10348001,4622,366.7,5,3,157.4370907,0.40002523,0,1
Pasirjambu,2022,10,0.015703153,0.01689671,1541.774459,18.43841422,385,366.7,6,3,138.3243264,-0.537663711,0,1
Kertasari,2022,10,0.010557232,0.012354569,1749.638028,14.28415806,472,366.7,7,3,170.4975302,-0.142942229,0,1
Baleendah,2022,10,0.12366994,-0.091332888,711.1165148,7.590577608,6447,366.7,5,2,156.0325488,1.811834172,1,0
Pacet,2022,10,0.070333411,-0.038756731,1309.575852,17.96872487,1267,366.7,7,3,168.1317172,-0.442023681,0,1
Paseh,2022,10,0.092417031,-0.065814747,962.1928731,12.00924684,2702,366.7,5,3,162.1861795,0.330842705,0,1
Ibun,2022,10,0.051609173,-0.024374308,1180.999011,14.76833386,1615,366.7,6,3,166.5429231,-0.041591152,0,1
Majalaya,2022,10,0.092993652,-0.069945454,698.3982512,2.917364224,6365,366.7,5,3,159.8874215,1.975385542,1,0
Solokanjeruk,2022,10,0.117115512,-0.093444481,665.3706659,1.055151236,3652,366.7,5,3,156.8463639,3.315098818,1,0
Padalarang,2022,10,0.018272835,0.011595838,697.1146079,10.22163823,3592,366.7,7,2,152.4804935,0.747319707,0,0
Batujajar,2022,10,0.013175544,0.019405946,667.007808,5.239674837,3587,366.7,5,2,163.0,1.849645437,1,0
Ngamprah,2022,10,0.002853637,0.029917927,800.7892414,9.812084586,5085,366.7,5,3,154.4905468,0.371906466,0,0
Cipatat,2022,10,0.100960077,-0.06059165,483.9717026,14.12830049,1141,366.7,10,3,137.201717,-0.050166744,0,1
Lembang,2022,10,-0.007332413,0.039438926,1335.618089,15.78934938,2049,366.7,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2022,10,0.049452632,-0.004706679,666.8928851,13.71797856,1184,366.7,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2022,10,0.258879892,-0.202234952,300.6631486,9.321471886,882,366.7,9,3,139.6739791,1.438921013,0,1
Parongpong,2022,10,-0.015060081,0.042028715,1356.264006,12.97401048,2562,366.7,8,3,169.523386,0.093746221,0,1
Cisarua,2022,10,-0.009612966,0.04339056,1159.854908,16.12948233,1459,366.7,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,10,0.101026195,-0.062866855,818.2831475,14.58869904,1259,366.7,7,3,151.5068756,0.630228578,0,1
Cipongkor,2022,10,0.172394664,-0.126826529,760.8617968,14.28102385,1287,366.7,9,3,139.7221784,0.259083466,0,1
Cihampelas,2022,10,0.053683038,-0.01750166,694.6112176,7.667304875,2942,366.7,5,2,161.1981874,1.498792676,1,0
Gununghalu,2022,10,0.075863053,-0.043189862,1182.734537,17.40246453,520,366.7,9,3,142.9971801,-0.260074635,0,1
Saguling,2022,10,0.071591975,-0.033442601,699.4828369,11.37622152,678,366.7,7,2,154.7144001,0.576712609,0,1
Rongga,2022,10,0.147227436,-0.103626593,881.801568,18.34244518,552,366.7,10,3,137.0,-0.220945714,0,1
Sindangkerta,2022,10,0.117299587,-0.08308203,1068.361648,16.65485706,710,366.7,7,3,152.6212376,-0.250586197,0,1
Cimahi Tengah,2022,10,-0.012613862,0.028000029,743.7058764,3.11047744,14848,318.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,10,-0.016855458,0.042055536,826.1275708,6.073988778,11882,318.0,5,3,156.1034483,0.85551765,0,0
Cimahi Selatan,2022,10,0.008379899,0.020206503,722.0581007,4.998951156,13608,318.0,5,2,163.0,1.511110965,1,0
Panyileukan,2022,11,0.0644124,-0.049104117,676.2061013,1.999909341,8043,307.2,5,1,163.0,2.451522709,1,0
Cinambo,2022,11,0.069506913,-0.049732051,676.3132038,2.013278454,7019,307.2,5,1,163.0,2.596060012,1,0
Ujungberung,2022,11,0.100353255,-0.079571132,744.0672204,6.691497491,14294,307.2,5,3,155.0,1.26793346,1,0
Gedebage,2022,11,0.079113611,-0.068273373,665.1202848,1.068353522,4441,307.2,5,2,163.0,3.507374544,1,0
Mandalajati,2022,11,0.114858637,-0.098560648,730.6353977,7.245588901,11188,307.2,5,1,162.5573123,0.801084806,1,0
Coblong,2022,11,0.09108511,-0.068922487,784.0885513,6.116696021,15786,307.2,5,3,155.0,0.698000447,1,0
Babakan Ciparay,2022,11,0.058527201,-0.045435385,689.1033356,1.914559739,19439,307.2,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,11,0.041423055,-0.01155721,881.3943057,4.900048569,12419,307.2,5,3,155.0,0.198286868,0,0
Cicendo,2022,11,0.066897092,-0.04539326,738.8740769,2.863867129,14091,307.2,5,2,158.3185753,1.865312507,1,0
Sukajadi,2022,11,0.047663011,-0.028212589,775.7825143,4.032984661,24093,307.2,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2022,11,0.025521941,-0.010965829,700.0348398,1.990692884,41281,307.2,5,1,162.9882745,1.88170844,1,0
Andir,2022,11,0.033272641,-0.017364593,726.0421423,2.325952286,26705,307.2,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,11,0.107572601,-0.067145019,891.4066614,10.61846979,8988,307.2,5,3,155.0,0.61148618,0,0
Bandung Wetan,2022,11,0.090989244,-0.075794859,724.5543936,3.765866518,8537,307.2,5,3,156.1146189,1.514404466,1,0
Astana Anyar,2022,11,0.026175347,-0.011729298,695.6802372,2.135307616,25399,307.2,5,1,163.0,3.165426102,1,0
Lengkong,2022,11,0.08834167,-0.098585104,689.3803818,2.119958366,12064,307.2,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,11,0.100299772,-0.107135058,706.0380102,3.178331003,21735,307.2,5,2,159.1688711,2.546847523,1,0
Regol,2022,11,0.062027766,-0.055735326,688.9671317,2.237785641,18843,307.2,5,1,163.0,2.25671352,1,0
Batununggal,2022,11,0.099968347,-0.106265309,685.9084183,2.227793946,24230,307.2,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2022,11,0.053125856,-0.034856809,681.6153792,2.036778943,14150,307.2,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2022,11,0.094680364,-0.0761792,751.8594681,5.307763192,15817,307.2,5,3,155.0107456,1.144879944,1,0
Bandung Kulon,2022,11,0.059903428,-0.049066431,697.3418989,1.934010508,21235,307.2,5,1,163.0,2.249385761,1,0
Kiaracondong,2022,11,0.073564821,-0.064691062,683.5589248,2.092904293,21517,307.2,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2022,11,0.071475987,-0.055109933,708.1226705,3.45149773,11451,307.2,5,2,158.9264258,1.736807225,1,0
Antapani,2022,11,0.056512492,-0.049384451,681.8471192,1.499127962,21396,307.2,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2022,11,0.112136197,-0.106308524,673.9305069,1.990096966,10199,307.2,5,1,163.0,2.842583167,1,0
Arcamanik,2022,11,0.062278631,-0.047585837,679.9746058,1.818508368,13814,307.2,5,1,162.8890335,2.812108317,1,0
Cibiru,2022,11,0.116110291,-0.088259058,785.35146,7.465623757,12145,307.2,5,3,155.0,0.342744574,0,0
Buahbatu,2022,11,0.065069168,-0.054980744,672.589028,1.602151276,13282,307.2,5,1,163.0,2.972142212,1,0
Rancasari,2022,11,0.073139818,-0.063194443,668.239889,1.309723213,11910,307.2,5,1,163.0,3.152664359,1,0
Rancabali,2022,11,0.070500322,-0.038062465,1547.445406,16.43354319,346,307.2,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2022,11,0.421074704,-0.375718267,820.8765728,15.10492506,2194,307.2,5,3,155.8253243,0.23853883,0,1
Cangkuang,2022,11,0.290520254,-0.258398482,804.5197597,10.22103605,3303,307.2,5,3,159.3623188,0.79796976,0,1
Cimenyan,2022,11,0.111424895,-0.086403333,1058.769664,16.23277584,2178,307.2,5,3,155.1276662,-0.255179572,0,1
Cilengkrang,2022,11,0.124269804,-0.100952113,1267.992707,18.34791468,1894,307.2,5,3,155.660599,-0.664309804,0,1
Cileunyi,2022,11,0.095424268,-0.067842228,776.1531196,6.515332993,5988,307.2,5,2,159.3735294,1.625476147,1,0
Bojongsoang,2022,11,0.076303483,-0.062608878,662.4780609,1.035662016,4086,307.2,5,2,162.631412,3.790968509,1,0
Margahayu,2022,11,0.174391483,-0.154867164,665.8208893,2.194574958,11539,307.2,5,2,159.3303352,3.157977982,1,0
Cimaung,2022,11,0.237274876,-0.202609639,1221.676512,16.68690433,1589,307.2,5,3,162.0,-0.36656558,0,1
Pangalengan,2022,11,0.101338288,-0.070961194,1543.804092,15.21209008,797,307.2,6,3,126.6266303,-0.131864104,0,1
Arjasari,2022,11,0.091194408,-0.067066805,979.3344179,13.42380568,1648,307.2,5,3,159.0151506,0.137084124,0,1
Margaasih,2022,11,0.166067386,-0.141879061,681.4573232,3.861005696,8175,307.2,5,2,162.9259882,2.112364882,1,0
Banjaran,2022,11,0.224174747,-0.197845201,948.4412612,11.16871853,3122,307.2,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2022,11,0.146068409,-0.125790485,673.561656,3.690267493,5885,307.2,5,3,155.0,2.68350985,1,0
Katapang,2022,11,0.182379808,-0.172365394,665.717404,1.871496486,8440,307.2,5,3,155.0076653,2.961533707,1,0
Dayeuhkolot,2022,11,0.115950252,-0.108523059,665.4068291,2.29183804,9719,307.2,5,1,163.0,2.857472714,1,0
Rancaekek,2022,11,0.058346238,-0.028239597,666.9046874,0.897680321,4141,307.2,5,2,158.475683,3.465676392,1,0
Ciparay,2022,11,0.062624626,-0.045194722,808.3387506,7.179002185,3784,307.2,5,3,158.7873709,1.44275617,0,0
Nagreg,2022,11,0.053335555,-0.030326726,948.1701832,14.57481224,1204,307.2,5,3,161.989519,-0.334078354,0,1
Cikancung,2022,11,0.04029368,-0.011851492,859.7409318,9.938946553,2447,307.2,5,3,161.7498766,0.605460607,0,0
Cicalengka,2022,11,0.052945756,-0.028054247,910.5325365,11.93582785,3430,307.2,5,3,161.6721118,0.322039045,0,1
Ciwidey,2022,11,0.199627483,-0.162270089,1311.158545,15.55016913,1812,307.2,5,3,162.0,-0.088959935,0,1
Soreang,2022,11,0.244381541,-0.22050279,825.8017692,10.10348001,4622,307.2,5,3,157.4370907,0.40002523,0,1
Pasirjambu,2022,11,0.105934498,-0.072758643,1541.774459,18.43841422,385,307.2,6,3,138.3243264,-0.537663711,0,1
Kertasari,2022,11,0.090611102,-0.067704818,1749.638028,14.28415806,472,307.2,7,3,170.4975302,-0.142942229,0,1
Baleendah,2022,11,0.139698625,-0.122181225,711.1165148,7.590577608,6447,307.2,5,2,156.0325488,1.811834172,1,0
Pacet,2022,11,0.056758637,-0.032961495,1309.575852,17.96872487,1267,307.2,7,3,168.1317172,-0.442023681,0,1
Paseh,2022,11,0.065076043,-0.033383445,962.1928731,12.00924684,2702,307.2,5,3,162.1861795,0.330842705,0,1
Ibun,2022,11,0.05184611,-0.024800537,1180.999011,14.76833386,1615,307.2,6,3,166.5429231,-0.041591152,0,1
Majalaya,2022,11,0.048173718,-0.024646705,698.3982512,2.917364224,6365,307.2,5,3,159.8874215,1.975385542,1,0
Solokanjeruk,2022,11,0.041526866,-0.020722609,665.3706659,1.055151236,3652,307.2,5,3,156.8463639,3.315098818,1,0
Padalarang,2022,11,0.074371445,-0.032708433,697.1146079,10.22163823,3592,307.2,7,2,152.4804935,0.747319707,0,0
Batujajar,2022,11,0.113658873,-0.075275995,667.007808,5.239674837,3587,307.2,5,2,163.0,1.849645437,1,0
Ngamprah,2022,11,0.083365965,-0.046810383,800.7892414,9.812084586,5085,307.2,5,3,154.4905468,0.371906466,0,0
Cipatat,2022,11,0.196410665,-0.145289006,483.9717026,14.12830049,1141,307.2,10,3,137.201717,-0.050166744,0,1
Lembang,2022,11,0.077249144,-0.045857081,1335.618089,15.78934938,2049,307.2,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2022,11,0.106449235,-0.060924507,666.8928851,13.71797856,1184,307.2,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2022,11,0.161142835,-0.109329393,300.6631486,9.321471886,882,307.2,9,3,139.6739791,1.438921013,0,1
Parongpong,2022,11,0.06224855,-0.026262517,1356.264006,12.97401048,2562,307.2,8,3,169.523386,0.093746221,0,1
Cisarua,2022,11,0.091883499,-0.052489737,1159.854908,16.12948233,1459,307.2,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,11,0.367733066,-0.316192536,818.2831475,14.58869904,1259,307.2,7,3,151.5068756,0.630228578,0,1
Cipongkor,2022,11,0.303006707,-0.249227799,760.8617968,14.28102385,1287,307.2,9,3,139.7221784,0.259083466,0,1
Cihampelas,2022,11,0.29373643,-0.254603133,694.6112176,7.667304875,2942,307.2,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,11,0.227008003,-0.179814381,1182.734537,17.40246453,520,307.2,9,3,142.9971801,-0.260074635,0,1
Saguling,2022,11,0.198192289,-0.150340081,699.4828369,11.37622152,678,307.2,7,2,154.7144001,0.576712609,0,1
Rongga,2022,11,0.178599784,-0.130402669,881.801568,18.34244518,552,307.2,10,3,137.0,-0.220945714,0,1
Sindangkerta,2022,11,0.330771058,-0.284490546,1068.361648,16.65485706,710,307.2,7,3,152.6212376,-0.250586197,0,1
Cimahi Tengah,2022,11,0.047977525,-0.023572,743.7058764,3.11047744,14848,354.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,11,0.05473738,-0.027325444,826.1275708,6.073988778,11882,354.0,5,3,156.1034483,0.85551765,0,0
Cimahi Selatan,2022,11,0.084903543,-0.062284544,722.0581007,4.998951156,13608,354.0,5,2,163.0,1.511110965,1,0
Panyileukan,2022,12,0.073653012,-0.053332763,676.2061013,1.999909341,8043,277.7,5,1,163.0,2.451522709,1,0
Cinambo,2022,12,0.05314956,-0.033891382,676.3132038,2.013278454,7019,277.7,5,1,163.0,2.596060012,1,0
Ujungberung,2022,12,0.05808234,-0.042679592,744.0672204,6.691497491,14294,277.7,5,3,155.0,1.26793346,1,0
Gedebage,2022,12,0.105992392,-0.076718534,665.1202848,1.068353522,4441,277.7,5,2,163.0,3.507374544,1,0
Mandalajati,2022,12,0.100516615,-0.085884965,730.6353977,7.245588901,11188,277.7,5,1,162.5573123,0.801084806,1,0
Coblong,2022,12,0.04526889,-0.025970484,784.0885513,6.116696021,15786,277.7,5,3,155.0,0.698000447,1,0
Babakan Ciparay,2022,12,0.051837305,-0.032159354,689.1033356,1.914559739,19439,277.7,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,12,0.039552971,-0.016099424,881.3943057,4.900048569,12419,277.7,5,3,155.0,0.198286868,0,0
Cicendo,2022,12,0.052591542,-0.03241299,738.8740769,2.863867129,14091,277.7,5,2,158.3185753,1.865312507,1,0
Sukajadi,2022,12,0.038230872,-0.015538829,775.7825143,4.032984661,24093,277.7,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2022,12,0.028894495,-0.015284698,700.0348398,1.990692884,41281,277.7,5,1,162.9882745,1.88170844,1,0
Andir,2022,12,0.041443781,-0.024059261,726.0421423,2.325952286,26705,277.7,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,12,0.04792475,-0.028871514,891.4066614,10.61846979,8988,277.7,5,3,155.0,0.61148618,0,0
Bandung Wetan,2022,12,0.058531212,-0.039286805,724.5543936,3.765866518,8537,277.7,5,3,156.1146189,1.514404466,1,0
Astana Anyar,2022,12,0.039480052,-0.025399213,695.6802372,2.135307616,25399,277.7,5,1,163.0,3.165426102,1,0
Lengkong,2022,12,0.016732651,0.003959279,689.3803818,2.119958366,12064,277.7,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,12,0.066956869,-0.05935681,706.0380102,3.178331003,21735,277.7,5,2,159.1688711,2.546847523,1,0
Regol,2022,12,0.043982881,-0.024557364,688.9671317,2.237785641,18843,277.7,5,1,163.0,2.25671352,1,0
Batununggal,2022,12,0.039369054,-0.021606732,685.9084183,2.227793946,24230,277.7,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2022,12,0.055267582,-0.034008715,681.6153792,2.036778943,14150,277.7,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2022,12,0.062717814,-0.046647533,751.8594681,5.307763192,15817,277.7,5,3,155.0107456,1.144879944,1,0
Bandung Kulon,2022,12,0.052177424,-0.033685399,697.3418989,1.934010508,21235,277.7,5,1,163.0,2.249385761,1,0
Kiaracondong,2022,12,0.060399663,-0.049713608,683.5589248,2.092904293,21517,277.7,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2022,12,0.050246545,-0.03202282,708.1226705,3.45149773,11451,277.7,5,2,158.9264258,1.736807225,1,0
Antapani,2022,12,0.070458831,-0.061473664,681.8471192,1.499127962,21396,277.7,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2022,12,0.106498739,-0.084793359,673.9305069,1.990096966,10199,277.7,5,1,163.0,2.842583167,1,0
Arcamanik,2022,12,0.07102142,-0.060193059,679.9746058,1.818508368,13814,277.7,5,1,162.8890335,2.812108317,1,0
Cibiru,2022,12,0.079518303,-0.062870076,785.35146,7.465623757,12145,277.7,5,3,155.0,0.342744574,0,0
Buahbatu,2022,12,0.085420204,-0.068005019,672.589028,1.602151276,13282,277.7,5,1,163.0,2.972142212,1,0
Rancasari,2022,12,0.082746119,-0.064421684,668.239889,1.309723213,11910,277.7,5,1,163.0,3.152664359,1,0
Rancabali,2022,12,0.04251898,-0.024421628,1547.445406,16.43354319,346,277.7,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2022,12,0.149368371,-0.114444327,820.8765728,15.10492506,2194,277.7,5,3,155.8253243,0.23853883,0,1
Cangkuang,2022,12,0.107933288,-0.075804873,804.5197597,10.22103605,3303,277.7,5,3,159.3623188,0.79796976,0,0
Cimenyan,2022,12,0.077279974,-0.054830544,1058.769664,16.23277584,2178,277.7,5,3,155.1276662,-0.255179572,0,1
Cilengkrang,2022,12,0.067170474,-0.05187885,1267.992707,18.34791468,1894,277.7,5,3,155.660599,-0.664309804,0,1
Cileunyi,2022,12,0.129294616,-0.112566135,776.1531196,6.515332993,5988,277.7,5,2,159.3735294,1.625476147,1,0
Bojongsoang,2022,12,0.093986416,-0.072089547,662.4780609,1.035662016,4086,277.7,5,2,162.631412,3.790968509,1,0
Margahayu,2022,12,0.101155015,-0.070743912,665.8208893,2.194574958,11539,277.7,5,2,159.3303352,3.157977982,1,0
Cimaung,2022,12,0.052829511,-0.029090315,1221.676512,16.68690433,1589,277.7,5,3,162.0,-0.36656558,0,1
Pangalengan,2022,12,0.060508674,-0.041119878,1543.804092,15.21209008,797,277.7,6,3,126.6266303,-0.131864104,0,1
Arjasari,2022,12,0.104595915,-0.073739598,979.3344179,13.42380568,1648,277.7,5,3,159.0151506,0.137084124,0,1
Margaasih,2022,12,0.120634661,-0.094213695,681.4573232,3.861005696,8175,277.7,5,2,162.9259882,2.112364882,1,0
Banjaran,2022,12,0.089271633,-0.055831701,948.4412612,11.16871853,3122,277.7,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2022,12,0.12896243,-0.085848627,673.561656,3.690267493,5885,277.7,5,3,155.0,2.68350985,1,0
Katapang,2022,12,0.122247849,-0.082624413,665.717404,1.871496486,8440,277.7,5,3,155.0076653,2.961533707,1,0
Dayeuhkolot,2022,12,0.064885527,-0.042494694,665.4068291,2.29183804,9719,277.7,5,1,163.0,2.857472714,1,0
Rancaekek,2022,12,0.114680141,-0.106050988,666.9046874,0.897680321,4141,277.7,5,2,158.475683,3.465676392,1,0
Ciparay,2022,12,0.114516435,-0.092242653,808.3387506,7.179002185,3784,277.7,5,3,158.7873709,1.44275617,0,0
Nagreg,2022,12,0.109135605,-0.098067985,948.1701832,14.57481224,1204,277.7,5,3,161.989519,-0.334078354,0,1
Cikancung,2022,12,0.097875622,-0.08897831,859.7409318,9.938946553,2447,277.7,5,3,161.7498766,0.605460607,0,0
Cicalengka,2022,12,0.144081102,-0.125935282,910.5325365,11.93582785,3430,277.7,5,3,161.6721118,0.322039045,0,1
Ciwidey,2022,12,0.065980831,-0.0435842,1311.158545,15.55016913,1812,277.7,5,3,162.0,-0.088959935,0,1
Soreang,2022,12,0.107275386,-0.072491859,825.8017692,10.10348001,4622,277.7,5,3,157.4370907,0.40002523,0,1
Pasirjambu,2022,12,0.037845547,-0.023740481,1541.774459,18.43841422,385,277.7,6,3,138.3243264,-0.537663711,0,1
Kertasari,2022,12,0.042605371,-0.031392018,1749.638028,14.28415806,472,277.7,7,3,170.4975302,-0.142942229,0,1
Baleendah,2022,12,0.13497948,-0.103754258,711.1165148,7.590577608,6447,277.7,5,2,156.0325488,1.811834172,1,0
Pacet,2022,12,0.049777273,-0.032303866,1309.575852,17.96872487,1267,277.7,7,3,168.1317172,-0.442023681,0,1
Paseh,2022,12,0.096963012,-0.082664264,962.1928731,12.00924684,2702,277.7,5,3,162.1861795,0.330842705,0,1
Ibun,2022,12,0.0731227,-0.051963413,1180.999011,14.76833386,1615,277.7,6,3,166.5429231,-0.041591152,0,1
Majalaya,2022,12,0.118069639,-0.095688265,698.3982512,2.917364224,6365,277.7,5,3,159.8874215,1.975385542,1,0
Solokanjeruk,2022,12,0.107976227,-0.097006049,665.3706659,1.055151236,3652,277.7,5,3,156.8463639,3.315098818,1,0
Padalarang,2022,12,0.146240351,-0.113784665,697.1146079,10.22163823,3592,277.7,7,2,152.4804935,0.747319707,0,1
Batujajar,2022,12,0.170707256,-0.140809162,667.007808,5.239674837,3587,277.7,5,2,163.0,1.849645437,1,0
Ngamprah,2022,12,0.105736659,-0.079423518,800.7892414,9.812084586,5085,277.7,5,3,154.4905468,0.371906466,0,1
Cipatat,2022,12,0.217463905,-0.183175083,483.9717026,14.12830049,1141,277.7,10,3,137.201717,-0.050166744,0,1
Lembang,2022,12,0.039021591,-0.018897591,1335.618089,15.78934938,2049,277.7,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2022,12,0.128846745,-0.100063311,666.8928851,13.71797856,1184,277.7,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2022,12,0.210900986,-0.179375705,300.6631486,9.321471886,882,277.7,9,3,139.6739791,1.438921013,0,1
Parongpong,2022,12,0.044784103,-0.024948533,1356.264006,12.97401048,2562,277.7,8,3,169.523386,0.093746221,0,1
Cisarua,2022,12,0.083153674,-0.059401711,1159.854908,16.12948233,1459,277.7,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,12,0.184586384,-0.149869019,818.2831475,14.58869904,1259,277.7,7,3,151.5068756,0.630228578,0,1
Cipongkor,2022,12,0.338323494,-0.296091077,760.8617968,14.28102385,1287,277.7,9,3,139.7221784,0.259083466,0,1
Cihampelas,2022,12,0.213400133,-0.175518004,694.6112176,7.667304875,2942,277.7,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,12,0.169177665,-0.140233567,1182.734537,17.40246453,520,277.7,9,3,142.9971801,-0.260074635,0,1
Saguling,2022,12,0.259910702,-0.218894468,699.4828369,11.37622152,678,277.7,7,2,154.7144001,0.576712609,0,1
Rongga,2022,12,0.284544794,-0.245938285,881.801568,18.34244518,552,277.7,10,3,137.0,-0.220945714,0,1
Sindangkerta,2022,12,0.114128483,-0.087583763,1068.361648,16.65485706,710,277.7,7,3,152.6212376,-0.250586197,0,1
Cimahi Tengah,2022,12,0.044122942,-0.029896183,743.7058764,3.11047744,14848,239.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,12,0.04887117,-0.028733886,826.1275708,6.073988778,11882,239.0,5,3,156.1034483,0.85551765,1,0
Cimahi Selatan,2022,12,0.05356324,-0.040210834,722.0581007,4.998951156,13608,239.0,5,2,163.0,1.511110965,1,0
Panyileukan,2023,1,0.196665619,-0.192093289,676.2061013,1.999909341,8153,67.0,5,1,163.0,2.451522709,1,0
Cinambo,2023,1,0.141518218,-0.133890328,676.3132038,2.013278454,7126,67.0,5,1,163.0,2.596060012,1,0
Ujungberung,2023,1,0.239536358,-0.238480924,744.0672204,6.691497491,14540,67.0,5,3,155.0,1.26793346,2,0
Gedebage,2023,1,0.255448083,-0.248231189,665.1202848,1.068353522,4530,67.0,5,2,163.0,3.507374544,2,0
Mandalajati,2023,1,0.234429579,-0.231999483,730.6353977,7.245588901,11398,67.0,5,1,162.5573123,0.801084806,2,0
